method signature	Jimple statement	suspicious score	ranking	source line	ef	ep	nf	failing tests
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])> ::: 4")]	0.3535533906	33	208	2	2	6	test137;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	if $stack8 == 0 goto l4 = l4 + 1	0.3535533906	33	204	2	2	6	test137;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	if l4 >= $stack6 goto $stack7 = virtualinvoke l0.<java.lang.String: java.lang.String substring(int,int)>(0, l4)	0.3535533906	33	202	2	2	6	test137;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	l2 = l3[l4]	0.3535533906	33	203	2	2	6	test137;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	l3 = virtualinvoke l0.<java.lang.String: char[] toCharArray()>()	0.3535533906	33	200	2	2	6	test137;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	l4 = 0	0.3535533906	33	201	2	2	6	test137;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	l4 = l4 + 1	0.3535533906	33	208	2	2	6	test137;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	return $stack7	0.3535533906	33	210	2	2	6	test137;test_ext_fault_L205
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	$stack17 = new java.lang.IllegalArgumentException	0.3162277660	57	445	2	3	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	specialinvoke $stack17.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>("Invalid date")	0.3162277660	57	445	2	3	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	throw $stack17	0.3162277660	57	445	2	3	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 5140342 goto (branch)	0.3162277660	57	619	2	3	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)>	$stack4 = virtualinvoke l0.<java.lang.String: int length()>()	0.3162277660	57	337	2	3	6	test114;test_ext_fault_L344
<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)>	if $stack4 >= 1 goto l1 = 0	0.3162277660	57	337	2	3	6	test114;test_ext_fault_L344
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	$stack16 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>(l0, l1, l2)	0.2886751346	64	444	2	4	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	if $stack16 == 0 goto $stack17 = new java.lang.IllegalArgumentException	0.2886751346	64	444	2	4	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	l6 = staticinvoke <java.util.Calendar: java.util.Calendar getInstance()>()	0.2886751346	64	442	2	4	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	l7 = staticinvoke <java.util.Calendar: java.util.Calendar getInstance()>()	0.2886751346	64	443	2	4	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 5202804 goto (branch)	0.2886751346	64	617	2	4	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 5465466 goto (branch)	0.2886751346	64	615	2	4	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)>	if l0 == null goto return 0	0.2886751346	64	337	2	4	6	test114;test_ext_fault_L344
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	$stack5 = 0	0.2672612419	68	488	2	5	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4289895 goto (branch)	0.2672612419	68	613	2	5	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	return 31	0.2500000000	75	473	2	6	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack14 = l2[0]	0.2500000000	75	691	1	1	7	test000
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l2#2 = $stack28	0.2500000000	75	699	1	1	7	test000
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l4 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($stack14)	0.2500000000	75	691	1	1	7	test000
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	return -2147483648	0.2500000000	75	699	1	1	7	test000
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4879724 goto (branch)	0.2500000000	75	611	2	6	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	$stack9 = staticinvoke <comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)>(l5)	0.2500000000	75	378	1	1	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	if l4 > 0 goto staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)> ::: 12")	0.2500000000	75	381	1	1	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1[l2] = $stack9	0.2500000000	75	378	1	1	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l2 = l2 + 1	0.2500000000	75	380	1	1	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l3 = l4 + 1	0.2500000000	75	379	1	1	7	test114
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 != 11 goto return 31	0.2357022604	81	470	2	7	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4879726 goto (branch)	0.2357022604	81	609	2	7	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 == 9 goto return 30	0.2236067977	84	470	2	8	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4288626 goto (branch)	0.2236067977	84	605	2	8	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 5071225 goto (branch)	0.2236067977	84	607	2	8	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	if l2 >= l3 goto $stack5 = 0	0.2132007164	86	488	2	9	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 5071218 goto (branch)	0.2132007164	86	603	2	9	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 == 6 goto return 30	0.2041241452	94	470	2	10	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack13 = lengthof l3	0.2041241452	94	689	1	2	7	test000
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	if $stack13 == 3 goto $stack14 = l2[0]	0.2041241452	94	689	1	2	7	test000
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4613474 goto (branch)	0.2041241452	94	601	2	10	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	if l2 <= 3 goto l4 = virtualinvoke l0.<java.lang.String: int indexOf(int,int)>(46, l3)	0.2041241452	94	369	1	2	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	if l4 != -1 goto (branch)	0.2041241452	94	373	1	2	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1 = newarray (int)[4]	0.2041241452	94	365	1	2	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1[0] = 0	0.2041241452	94	366	1	2	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1[1] = 0	0.2041241452	94	366	1	2	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1[2] = 0	0.2041241452	94	366	1	2	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1[3] = 0	0.2041241452	94	366	1	2	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l2 = 0	0.2041241452	94	367	1	2	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l3 = 0	0.2041241452	94	367	1	2	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l4 = virtualinvoke l0.<java.lang.String: int indexOf(int,int)>(46, l3)	0.2041241452	94	372	1	2	7	test114
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	if l2 <= 0 goto $stack5 = 0	0.1961161351	103	488	2	11	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	l3 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>(l0, l1)	0.1961161351	103	487	2	11	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	return $stack5	0.1961161351	103	488	2	11	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 == 4 goto return 30	0.1961161351	103	470	2	11	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	if l1 <= 12 goto l3 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>(l0, l1)	0.1889822365	110	485	2	12	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	$stack10 = l1 << 16	0.1889822365	110	597	2	12	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	$stack11 = $stack10 | $stack9	0.1889822365	110	597	2	12	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	$stack9 = l2 << 8	0.1889822365	110	597	2	12	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4874606 goto (branch)	0.1889822365	110	599	2	12	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	l1 = virtualinvoke l0.<java.lang.String: char charAt(int)>(0)	0.1889822365	110	594	2	12	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	l2 = virtualinvoke l0.<java.lang.String: char charAt(int)>(1)	0.1889822365	110	595	2	12	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	l3 = virtualinvoke l0.<java.lang.String: char charAt(int)>(2)	0.1889822365	110	596	2	12	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	l4 = $stack11 | l3	0.1889822365	110	597	2	12	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	if l1 < 1 goto return 0	0.1825741858	116	485	2	13	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 != 2 goto (branch)	0.1825741858	116	467	2	13	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	$stack5 = virtualinvoke l0.<java.lang.String: int length()>()	0.1825741858	116	591	2	13	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if $stack5 == 3 goto l1 = virtualinvoke l0.<java.lang.String: char charAt(int)>(0)	0.1825741858	116	591	2	13	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 <= 12 goto (branch)	0.1767766953	122	465	2	14	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack12 = lengthof l2	0.1767766953	122	689	1	3	7	test000
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	if $stack12 != 3 goto return -2147483648	0.1767766953	122	689	1	3	7	test000
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l2 = virtualinvoke l0.<java.lang.String: java.lang.String[] split(java.lang.String)>("-")	0.1767766953	122	687	1	3	7	test000
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l3 = virtualinvoke l1.<java.lang.String: java.lang.String[] split(java.lang.String)>("-")	0.1767766953	122	688	1	3	7	test000
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l0 == null goto return -1	0.1767766953	122	591	2	14	6	test077;test_ext_fault_L615
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	$stack6 = virtualinvoke l0.<java.lang.String: int length()>()	0.1767766953	122	362	1	3	7	test114
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	if $stack6 >= 1 goto l1 = newarray (int)[4]	0.1767766953	122	362	1	3	7	test114
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 < 1 goto return -1	0.1714985851	127	465	2	15	6	test000;test_ext_fault_L488
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	if l0 == null goto return null	0.1581138830	128	362	1	4	7	test114
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	$stack5 = 1	0.0000000000	682	488	0	8	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	goto [?= return $stack5]	0.0000000000	682	488	0	8	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	return 0	0.0000000000	682	486	0	2	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	$stack1 = l0 % 4	0.0000000000	682	498	0	5	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	$stack2 = l0 % 100	0.0000000000	682	500	0	3	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	$stack3 = l0 % 400	0.0000000000	682	503	0	2	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	$stack4 = 0	0.0000000000	682	503	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	$stack4 = 1	0.0000000000	682	503	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	goto [?= return $stack4]	0.0000000000	682	503	0	1	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	if $stack1 == 0 goto $stack2 = l0 % 100	0.0000000000	682	498	0	5	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	if $stack2 == 0 goto $stack3 = l0 % 400	0.0000000000	682	500	0	3	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	if $stack3 != 0 goto $stack4 = 0	0.0000000000	682	503	0	2	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	return $stack4	0.0000000000	682	503	0	2	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	return 0	0.0000000000	682	499	0	2	8	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean judgeLeapYear(int)>	return 1	0.0000000000	682	501	0	1	8	
